Idade,Sexo,Peso,Altura,Tipo sanguineo,Gosto Musical,Pratica Esporte,Jogo preferido,Forca,Velocidade,Inteligencia
44,M,77.2,1.88,O-,Pagode,Nada,World of Warcraft,43.5,41.0,71.0
65,F,55.3,1.7,O-,Pop,Basquete,Dota,58.5,48.0,82.0
20,F,54.4,1.76,AB+,Pop,Nada,Valorant,48.5,55.0,68.0
48,M,66.0,1.87,B-,Pop,Nada,World of Warcraft,46.5,41.0,67.0
18,M,74.4,1.87,O-,Rock,Atletismo,FIFA,88.5,100.0,65.5
41,M,75.2,1.93,A+,Funk,Nada,World of Warcraft,42.5,36.5,63.5
50,M,81.4,1.75,B-,Sertanejo,Futebol,Dota,73.0,69.0,85.5
61,F,59.4,1.82,O-,Rock,eSports,Fortnite,25.5,27.5,90.0
29,F,62.6,1.72,O+,Pagode,Futebol,League of Legends,84.5,81.0,75.5
19,F,58.0,1.78,O-,Rock,Nada,Counter-Strike,58.0,59.5,65.5
75,M,80.0,1.95,O-,Metal,Nada,Assassin's Creed,58.5,27.5,64.0
47,F,72.8,1.74,O-,Rock,Nada,League of Legends,36.5,39.5,69.0
42,M,68.1,1.82,B-,Rock,Basquete,Fortnite,81.0,78.0,85.0
65,F,55.1,1.72,AB-,Pop,eSports,Fortnite,25.0,23.5,85.0
54,F,71.8,1.71,AB-,Pop,Atletismo,FIFA,60.5,61.0,64.0
48,F,63.9,1.75,A-,Demais generos estranhos,Basquete,FIFA,73.0,72.0,90.5
63,F,69.7,1.7,O-,Pop,Atletismo,Minecraft,57.0,62.0,63.5
60,F,56.3,1.79,A+,Sertanejo,Basquete,Valorant,57.0,49.5,86.0
67,F,63.5,1.73,O+,Hip-Hop/Rap,Nada,World of Warcraft,45.5,36.5,87.5
51,F,55.4,1.85,O+,Eletronica,Nada,FIFA,24.0,18.5,58.5
18,F,71.5,1.73,O-,Demais generos estranhos,Atletismo,FIFA,95.0,95.0,69.5
27,M,83.0,1.81,A+,Demais generos estranhos,Futebol,League of Legends,84.5,85.5,73.0
25,M,81.2,1.91,O-,Sertanejo,Luta,Counter-Strike,100,77.5,70.0
30,F,69.1,1.79,O-,Demais generos estranhos,eSports,The Witcher,53.0,55.0,84.0
71,F,63.8,1.8,B+,Funk,Nada,Rocket League,16.5,16.5,56.0
65,F,57.6,1.76,A+,Funk,Luta,Counter-Strike,66.0,38.0,71.0
23,F,61.2,1.75,A+,Pagode,Nada,Minecraft,41.0,52.0,63.0
73,M,69.3,1.83,A-,Pop,Nada,World of Warcraft,45.5,30.5,77.5
57,M,65.7,1.7,A-,Eletronica,eSports,The Witcher,27.0,25.5,89.5
51,F,64.2,1.73,B+,Eletronica,Futebol,World of Warcraft,48.0,51.0,75.5
33,M,81.3,1.78,O-,Rock,Luta,FIFA,86.5,52.0,73.5
68,F,69.3,1.79,AB-,Funk,Nada,Assassin's Creed,61.5,32.5,70.5
63,M,72.6,1.71,B+,Sertanejo,Basquete,Dota,61.0,51.0,80.5
17,M,55.5,1.72,B+,Hip-Hop/Rap,Futebol,World of Warcraft,79.0,74.5,64.0
64,F,63.3,1.74,B+,Demais generos estranhos,Futebol,Dota,46.0,44.0,75.0
76,F,62.4,1.71,A-,Funk,Nada,Fortnite,46.0,56.5,60.0
51,M,67.0,1.78,AB-,Rock,Atletismo,Fortnite,57.0,65.0,63.0
31,M,83.7,1.77,B+,Pagode,Futebol,World of Warcraft,70.5,69.0,75.5
12,M,42.8,1.5,B+,Hip-Hop/Rap,Atletismo,League of Legends,74.5,79.5,56.5
12,F,47.4,1.5,A+,Rock,Volei,Dota,66.0,55.5,77.5
34,M,68.5,1.87,AB-,Sertanejo,Futebol,Assassin's Creed,64.0,73.0,83.0
70,F,64.5,1.82,AB-,Metal,Nada,Outro - pouco relevante,30.0,20.5,83.0
66,M,72.0,1.95,B+,Metal,Nada,League of Legends,54.5,45.5,68.0
75,F,67.9,1.75,O+,Eletronica,Nada,Dota,18.0,16.0,83.5
73,F,68.6,1.83,B+,Eletronica,Nada,Assassin's Creed,50.0,45.0,74.5
80,F,60.9,1.76,AB+,Funk,Nada,Assassin's Creed,13.0,13.5,49.5
20,M,72.6,1.8,AB+,Pagode,Volei,Dota,85.5,83.0,93.5
41,F,60.7,1.82,A-,Hip-Hop/Rap,Volei,The Witcher,61.0,62.5,93.0
40,M,74.1,1.81,AB-,Demais generos estranhos,Futebol,The Witcher,70.5,67.5,75.5
41,F,58.7,1.85,B-,Demais generos estranhos,Basquete,Rocket League,74.0,77.5,91.5
51,M,79.1,1.71,O-,Pagode,Luta,Counter-Strike,67.0,39.0,74.5
46,F,71.2,1.79,AB-,Funk,Futebol,Dota,73.0,80.0,84.0
35,F,54.4,1.82,B+,Hip-Hop/Rap,Luta,League of Legends,81.5,53.5,78.5
48,F,55.7,1.76,AB-,Pagode,eSports,Minecraft,43.0,42.5,94.5
24,M,76.9,1.88,O+,Metal,Futebol,The Witcher,86.0,84.5,73.5
71,F,67.8,1.77,AB+,Sertanejo,Nada,Outro - pouco relevante,14.0,13.0,81.0
76,F,60.1,1.79,A-,Eletronica,Nada,Dota,16.0,10.5,90.0
36,F,72.4,1.8,A-,Funk,eSports,Valorant,37.0,42.0,94.5
57,F,60.9,1.74,O+,Hip-Hop/Rap,Basquete,Assassin's Creed,55.5,48.5,82.5
66,F,65.6,1.73,B+,Pagode,Nada,Rocket League,28.5,22.5,91.0
48,F,69.4,1.79,AB-,Demais generos estranhos,Atletismo,FIFA,67.5,82.5,69.0
55,M,75.3,1.7,A-,Pop,Luta,Valorant,61.0,32.5,76.0
17,M,72.3,1.8,A+,Pop,eSports,Assassin's Creed,48.0,50.5,84.5
20,F,60.9,1.7,AB-,Pagode,Basquete,The Witcher,91.0,88.5,97.0
79,F,57.3,1.79,O-,Hip-Hop/Rap,Nada,Outro - pouco relevante,44.5,30.0,76.0
23,M,71.4,1.81,O-,Funk,Basquete,Rocket League,93.5,94.0,77.5
33,F,69.1,1.81,A-,Rock,Basquete,Counter-Strike,73.0,69.5,87.5
22,F,67.1,1.83,AB-,Rock,Luta,FIFA,87.0,70.5,73.5
39,F,63.6,1.7,A-,Pop,Luta,The Witcher,77.0,54.0,79.0
29,M,73.0,1.93,O-,Demais generos estranhos,Atletismo,Outro - pouco relevante,90.5,100,69.5
23,F,55.5,1.71,B+,Hip-Hop/Rap,Futebol,FIFA,82.5,84.0,75.5
39,M,79.7,1.85,A+,Metal,Nada,Outro - pouco relevante,40.0,38.5,61.0
15,M,72.7,1.7,AB+,Funk,Atletismo,Counter-Strike,80.5,93.0,64.0
57,F,58.1,1.84,B-,Demais generos estranhos,Luta,World of Warcraft,64.5,32.0,74.0
58,M,70.9,1.91,AB-,Funk,Luta,FIFA,64.5,32.0,69.0
41,M,75.8,1.91,AB+,Sertanejo,Basquete,FIFA,74.5,75.5,89.5
37,M,68.5,1.87,A-,Demais generos estranhos,Basquete,League of Legends,83.5,74.0,90.0
44,F,59.3,1.82,AB-,Metal,eSports,Valorant,44.5,40.0,94.0
24,M,66.7,1.78,O+,Metal,Nada,Assassin's Creed,55.5,58.5,59.0
41,F,70.6,1.83,O-,Funk,Volei,Counter-Strike,62.0,54.0,96.0
65,F,68.2,1.82,O-,Pop,Basquete,Fortnite,63.5,48.5,79.0
39,M,74.7,1.75,A+,Sertanejo,Volei,Minecraft,68.0,56.0,87.0
54,F,58.1,1.81,B+,Sertanejo,Luta,The Witcher,60.0,36.5,67.5
31,F,62.1,1.79,B-,Demais generos estranhos,Volei,FIFA,66.0,62.0,90.5
26,M,69.2,1.94,O+,Hip-Hop/Rap,Volei,The Witcher,88.5,76.0,88.5
78,M,65.8,1.78,B+,Rock,Nada,Valorant,18.0,20.0,86.5
29,F,56.7,1.7,B+,Metal,Volei,Counter-Strike,78.0,82.0,93.5
68,F,72.4,1.7,AB-,Rock,Nada,Fortnite,51.5,56.0,70.5
62,M,80.6,1.81,B-,Pagode,Luta,Assassin's Creed,66.5,34.0,72.0
35,M,75.4,1.92,O+,Pagode,Luta,World of Warcraft,77.5,61.0,83.0
60,M,81.5,1.92,O+,Rock,Basquete,FIFA,61.0,53.0,79.5
15,F,55.7,1.7,A+,Hip-Hop/Rap,Luta,The Witcher,81.0,52.0,63.0
32,M,72.9,1.88,AB-,Pop,Basquete,Minecraft,76.0,65.0,91.0
61,F,70.0,1.84,AB-,Demais generos estranhos,Volei,Rocket League,51.5,40.0,80.5
46,F,72.3,1.78,AB+,Demais generos estranhos,Futebol,FIFA,59.5,69.0,76.0
64,F,55.1,1.81,B+,Pop,eSports,Minecraft,18.0,22.5,88.0
37,F,54.5,1.83,A-,Metal,Futebol,Fortnite,67.0,68.5,79.0
41,M,79.3,1.77,AB+,Pop,eSports,League of Legends,56.5,51.0,95.5
52,F,66.7,1.73,A-,Pagode,Basquete,World of Warcraft,59.5,51.0,83.0
14,M,43.2,1.63,O-,Rock,Luta,Fortnite,77.0,61.5,51.0
53,M,74.0,1.72,AB+,Hip-Hop/Rap,Volei,Counter-Strike,53.5,40.5,80.5
34,M,82.9,1.91,A+,Pagode,Futebol,Minecraft,65.0,78.5,78.0
58,M,71.3,1.95,O-,Hip-Hop/Rap,Nada,League of Legends,24.5,19.0,59.0
65,M,67.0,1.9,AB+,Rock,Luta,World of Warcraft,66.5,34.5,76.0
26,F,61.1,1.78,O-,Demais generos estranhos,Basquete,Dota,95.5,82.0,86.5
70,F,60.0,1.8,B-,Hip-Hop/Rap,Nada,Fortnite,24.0,22.0,89.5
34,F,54.4,1.72,O+,Demais generos estranhos,Volei,World of Warcraft,54.0,59.5,95.0
46,M,65.7,1.94,AB+,Pop,Volei,Minecraft,65.0,55.0,94.0
44,M,69.7,1.71,AB-,Pagode,Luta,Minecraft,79.0,51.5,80.0
13,M,52.1,1.54,B+,Rock,Basquete,League of Legends,72.0,69.0,72.0
24,M,66.9,1.86,AB-,Sertanejo,Nada,League of Legends,58.5,66.5,67.0
28,M,79.0,1.73,A+,Demais generos estranhos,Nada,Rocket League,52.5,54.5,63.5
41,M,73.4,1.85,B+,Pop,Basquete,Rocket League,80.0,71.5,89.5
24,M,71.2,1.94,B-,Metal,Volei,Valorant,87.5,77.5,85.5
28,M,70.1,1.9,O+,Funk,eSports,Counter-Strike,59.0,55.0,89.5
17,M,64.0,1.8,A+,Sertanejo,Luta,Minecraft,88.0,60.5,65.5
74,F,57.0,1.73,AB+,Demais generos estranhos,Nada,The Witcher,52.5,26.0,66.5
21,F,59.1,1.83,AB+,Pagode,eSports,League of Legends,64.5,54.5,85.5
72,F,59.4,1.85,O+,Metal,Nada,The Witcher,41.5,28.5,85.0
38,F,58.7,1.83,O-,Hip-Hop/Rap,Futebol,League of Legends,61.5,71.5,84.0
70,F,56.5,1.76,O-,Demais generos estranhos,Nada,The Witcher,24.0,20.5,81.0
17,M,62.3,1.6,B+,Sertanejo,Futebol,FIFA,72.5,76.5,65.5
46,F,69.6,1.81,B+,Funk,Luta,Rocket League,75.0,59.5,76.0
43,F,60.6,1.84,A+,Pop,eSports,The Witcher,45.0,44.5,84.0
19,F,67.3,1.82,AB+,Metal,Volei,Valorant,82.5,70.5,91.5
46,F,71.7,1.75,O-,Metal,Futebol,Valorant,60.5,75.5,86.0
79,M,67.2,1.74,AB+,Demais generos estranhos,Nada,FIFA,17.5,14.5,75.5
18,F,55.1,1.7,A-,Pop,Nada,FIFA,47.0,65.0,60.0
17,M,59.1,1.73,AB+,Demais generos estranhos,Nada,League of Legends,45.0,53.5,52.5
27,M,70.2,1.74,AB+,Eletronica,Nada,Dota,59.5,63.0,56.5
69,M,81.7,1.93,A-,Metal,Nada,The Witcher,28.0,24.5,52.0
79,F,57.6,1.7,A-,Sertanejo,Nada,Counter-Strike,39.5,29.5,78.5
23,M,75.7,1.78,B+,Funk,Volei,Counter-Strike,88.0,72.5,90.5
12,F,46.1,1.55,B-,Eletronica,eSports,Outro - pouco relevante,38.5,35.5,70.0
26,F,70.5,1.71,O-,Pagode,Volei,Counter-Strike,73.0,72.5,92.0
55,F,67.8,1.81,B+,Pop,Volei,Dota,49.0,34.5,82.0
58,F,64.6,1.8,O+,Pagode,Volei,FIFA,49.0,41.0,89.0
14,M,51.2,1.6,O+,Demais generos estranhos,Atletismo,League of Legends,67.5,76.0,56.5
61,F,70.9,1.76,O+,Hip-Hop/Rap,Luta,Dota,60.5,33.0,75.5
75,M,66.4,1.74,AB-,Pop,Nada,League of Legends,51.5,55.5,64.5
65,M,72.9,1.95,AB-,Pagode,Nada,Dota,27.0,24.5,61.5
41,F,56.5,1.84,A+,Metal,Volei,Assassin's Creed,63.0,63.5,96.5
38,M,74.9,1.95,B-,Funk,Basquete,League of Legends,72.5,71.5,95.0
34,M,76.2,1.77,AB+,Pop,Nada,Dota,41.5,53.5,63.5
44,M,71.1,1.73,A+,Rock,eSports,Dota,50.5,45.0,93.0
33,F,64.4,1.74,B-,Funk,Futebol,Rocket League,54.5,66.5,72.0
47,M,81.6,1.88,B+,Sertanejo,Luta,Rocket League,81.0,53.0,73.5
38,F,65.6,1.78,O-,Pop,Futebol,Minecraft,64.5,69.0,81.5
12,F,56.7,1.55,B+,Sertanejo,Nada,League of Legends,34.5,48.5,49.0
24,M,68.7,1.82,B-,Pagode,Luta,Minecraft,94.0,71.0,80.0
66,F,63.2,1.85,A+,Pop,Nada,Minecraft,57.0,61.0,66.5
47,F,58.3,1.79,AB-,Pop,Volei,Rocket League,64.0,65.0,97.0
70,F,70.2,1.7,A-,Rock,Nada,Dota,47.0,63.0,70.5
76,F,72.0,1.84,O+,Rock,Nada,Dota,43.0,37.5,72.5
64,M,77.6,1.87,O+,Rock,Nada,Valorant,25.0,21.5,53.0
33,M,82.8,1.93,O-,Funk,Nada,FIFA,39.0,34.5,69.0
66,F,70.5,1.72,B-,Metal,Nada,World of Warcraft,48.0,36.0,88.5
61,F,63.2,1.81,A+,Eletronica,Atletismo,Assassin's Creed,50.5,64.5,63.5
47,M,78.4,1.75,A-,Sertanejo,eSports,Minecraft,41.0,34.0,97.5
26,M,75.2,1.87,B+,Pagode,Basquete,Counter-Strike,93.0,93.0,85.0
35,M,71.0,1.93,B-,Rock,Basquete,Fortnite,79.5,75.0,87.0
22,F,57.1,1.74,AB-,Eletronica,Basquete,Dota,89.0,91.0,89.0
54,M,75.6,1.93,O-,Funk,eSports,Rocket League,21.0,22.0,88.0
40,F,63.5,1.8,AB-,Sertanejo,eSports,Counter-Strike,43.0,48.0,94.5
29,F,63.1,1.81,O-,Funk,Luta,Rocket League,93.5,73.0,73.5
44,F,59.6,1.85,B-,Rock,Atletismo,Assassin's Creed,72.5,81.5,70.0
56,M,74.6,1.9,AB-,Hip-Hop/Rap,eSports,World of Warcraft,28.0,22.0,82.0
63,F,66.0,1.74,B-,Funk,Luta,Dota,61.0,31.5,70.5
42,M,68.1,1.75,O+,Demais generos estranhos,eSports,League of Legends,42.0,43.0,95.5
14,F,42.2,1.55,B-,Rock,Luta,Assassin's Creed,81.0,45.5,63.0
47,M,81.8,1.89,O+,Pagode,Atletismo,Assassin's Creed,77.5,83.0,71.5
20,M,76.6,1.91,O+,Eletronica,eSports,FIFA,65.5,64.5,83.5
70,M,70.3,1.76,O-,Metal,Nada,Counter-Strike,56.0,65.0,61.5
23,M,83.6,1.71,B+,Pagode,eSports,Minecraft,62.0,58.0,91.5
21,M,78.0,1.95,B-,Demais generos estranhos,Volei,Fortnite,92.5,80.5,90.5
38,F,72.0,1.76,A-,Hip-Hop/Rap,Luta,Rocket League,76.5,59.0,76.0
65,F,55.9,1.7,O-,Hip-Hop/Rap,Atletismo,Valorant,47.0,65.5,63.5
65,F,70.9,1.79,AB+,Sertanejo,Basquete,Outro - pouco relevante,60.0,49.5,86.0
41,F,71.1,1.7,AB-,Pop,Nada,Rocket League,34.5,42.0,64.0
21,F,58.7,1.81,AB-,Pop,Basquete,Fortnite,96.5,90.5,90.5
44,M,67.8,1.86,A+,Funk,Atletismo,Minecraft,67.0,85.5,71.5
55,F,71.6,1.71,A+,Pop,Volei,FIFA,48.0,36.0,86.5
27,F,55.2,1.85,AB-,Pagode,eSports,The Witcher,60.0,52.5,86.0
68,M,75.6,1.75,B-,Demais generos estranhos,Nada,The Witcher,55.5,61.5,66.0
18,M,74.8,1.78,AB+,Eletronica,Futebol,Assassin's Creed,77.5,86.0,67.0
75,F,55.7,1.77,AB+,Pagode,Nada,Counter-Strike,46.5,45.5,76.5
27,F,67.2,1.74,A+,Sertanejo,Atletismo,Dota,82.5,100,76.0
74,F,72.6,1.71,B+,Sertanejo,Nada,Outro - pouco relevante,55.0,37.0,76.0
19,F,72.0,1.81,O-,Funk,Volei,Dota,81.5,72.5,95.0
53,M,82.0,1.84,B+,Sertanejo,Volei,Counter-Strike,55.0,36.5,82.0
46,F,61.2,1.83,B+,Metal,Futebol,Assassin's Creed,59.0,78.0,79.5
30,F,56.6,1.79,A-,Pagode,eSports,The Witcher,56.5,52.5,95.0
19,F,58.7,1.84,O+,Rock,Volei,World of Warcraft,79.0,80.0,94.5
54,M,81.0,1.87,AB+,Demais generos estranhos,Basquete,The Witcher,61.0,52.0,79.5
20,F,72.2,1.71,B+,Metal,Futebol,The Witcher,83.0,91.5,70.5
61,M,65.8,1.85,AB-,Hip-Hop/Rap,Atletismo,The Witcher,62.5,63.0,62.5
18,M,66.5,1.71,O+,Funk,Volei,Rocket League,87.0,70.0,90.5
62,F,57.6,1.7,AB-,Pagode,Atletismo,World of Warcraft,57.5,63.0,70.0
19,M,80.9,1.92,O-,Hip-Hop/Rap,eSports,FIFA,68.5,64.0,90.0
35,F,70.1,1.71,O-,Funk,Volei,Minecraft,59.5,58.5,97.5
80,F,61.4,1.76,A+,Sertanejo,Nada,Rocket League,42.0,27.0,82.0
68,M,71.7,1.75,B-,Pagode,Nada,Fortnite,63.5,39.0,72.0
77,F,59.5,1.74,O-,Funk,Nada,Assassin's Creed,15.5,12.5,50.0
43,M,68.5,1.73,AB+,Pagode,eSports,Outro - pouco relevante,53.5,40.0,83.0
67,F,61.2,1.81,O+,Sertanejo,Nada,Counter-Strike,59.5,33.0,70.0
58,F,72.0,1.79,O-,Hip-Hop/Rap,Nada,Rocket League,29.5,15.0,60.0
24,M,73.4,1.87,O-,Rock,eSports,FIFA,65.5,60.0,86.0
80,M,68.7,1.72,AB-,Eletronica,Nada,Assassin's Creed,55.0,29.0,66.0
51,M,79.5,1.75,A+,Eletronica,eSports,Dota,32.5,24.5,89.0
30,F,68.2,1.77,B+,Demais generos estranhos,Basquete,FIFA,92.5,83.0,89.5
31,F,54.6,1.78,A+,Pagode,Futebol,FIFA,71.0,72.0,70.5
30,F,71.6,1.73,B-,Sertanejo,Futebol,Counter-Strike,74.0,83.0,74.5
43,F,55.0,1.79,O+,Rock,Atletismo,World of Warcraft,72.0,84.5,77.0
63,F,55.9,1.7,A-,Funk,Atletismo,Assassin's Creed,52.5,60.5,69.5
23,M,68.2,1.85,A+,Pagode,Basquete,Rocket League,100,94.0,85.0
53,F,62.6,1.72,AB+,Demais generos estranhos,Atletismo,Outro - pouco relevante,49.5,61.5,64.5
29,M,75.7,1.76,O+,Rock,Nada,Dota,60.5,62.5,69.0
49,M,72.5,1.7,AB-,Metal,Nada,FIFA,45.0,40.5,63.0
52,F,67.1,1.85,B+,Pagode,Nada,Valorant,21.0,26.0,58.5
23,M,74.5,1.93,A+,Rock,Basquete,Assassin's Creed,97.0,87.5,82.5
21,F,71.5,1.7,A+,Rock,Nada,League of Legends,49.5,61.5,66.5
12,M,52.6,1.51,AB+,Pagode,Volei,FIFA,64.0,47.5,68.0
80,M,73.6,1.91,AB-,Eletronica,Nada,Counter-Strike,55.0,30.0,63.5
38,F,66.2,1.71,A+,Pagode,Volei,Assassin's Creed,59.0,62.5,91.5
54,F,65.0,1.82,B-,Pop,Futebol,League of Legends,55.0,56.0,69.0
36,F,62.3,1.83,A+,Pagode,Luta,Dota,73.5,49.0,84.5
18,M,70.4,1.91,B+,Hip-Hop/Rap,eSports,Assassin's Creed,66.0,55.5,95.0
49,M,68.1,1.72,AB+,Sertanejo,Futebol,Minecraft,65.5,64.0,83.0
52,F,65.2,1.71,O-,Funk,Luta,League of Legends,61.5,39.5,71.5
79,F,66.4,1.76,O-,Pop,Nada,Rocket League,44.0,55.5,60.5
67,M,68.6,1.92,B+,Pagode,Nada,Minecraft,54.5,47.0,65.5
22,F,58.2,1.79,A-,Funk,Nada,The Witcher,53.0,55.0,60.5
70,F,70.4,1.73,B+,Eletronica,Nada,Minecraft,60.0,33.0,69.5
44,M,75.7,1.92,O-,Metal,Atletismo,League of Legends,77.0,85.5,68.0
79,M,83.2,1.77,A-,Hip-Hop/Rap,Nada,Counter-Strike,45.0,58.0,61.0
63,F,63.9,1.81,O-,Pop,Volei,FIFA,45.0,36.5,86.0
71,F,57.9,1.83,O+,Demais generos estranhos,Nada,The Witcher,37.0,47.5,62.5
16,M,65.3,1.77,AB-,Pop,Futebol,Rocket League,72.5,73.0,62.5
13,M,48.4,1.58,B-,Demais generos estranhos,Basquete,Counter-Strike,75.0,68.0,66.0
79,F,65.8,1.81,AB-,Hip-Hop/Rap,Nada,The Witcher,11.0,13.5,52.5
73,F,63.5,1.77,O+,Pagode,Nada,Counter-Strike,53.5,30.0,66.5
19,F,68.2,1.77,AB+,Pagode,Futebol,Outro - pouco relevante,87.5,85.0,70.5
26,F,62.8,1.72,B-,Eletronica,eSports,Rocket League,55.0,56.5,95.5
44,M,83.7,1.81,AB+,Rock,Volei,Counter-Strike,67.5,55.5,91.5
58,F,56.6,1.84,B+,Rock,Basquete,Minecraft,59.0,47.0,83.0
32,M,77.9,1.72,AB-,Demais generos estranhos,Luta,Assassin's Creed,85.5,48.5,74.0
40,F,60.7,1.84,AB-,Metal,Futebol,Outro - pouco relevante,66.0,68.5,74.5
33,F,61.5,1.82,B+,Rock,Futebol,World of Warcraft,56.0,59.5,75.5
53,F,59.2,1.84,B-,Metal,Futebol,The Witcher,52.0,45.5,75.5
44,F,66.3,1.77,O-,Hip-Hop/Rap,Nada,Minecraft,37.5,42.0,66.5
32,M,67.0,1.85,B+,Pop,Futebol,World of Warcraft,68.5,64.5,83.0
76,F,67.3,1.74,O+,Sertanejo,Nada,Outro - pouco relevante,54.0,42.5,76.5
71,F,60.1,1.76,B+,Demais generos estranhos,Nada,Dota,42.5,55.5,63.0
61,M,81.3,1.88,B+,Demais generos estranhos,eSports,Counter-Strike,24.5,28.0,89.0
32,M,71.4,1.86,O+,Pop,eSports,Valorant,50.5,44.5,98.0
15,F,63.2,1.63,O-,Metal,Atletismo,Assassin's Creed,81.0,87.5,67.5
55,F,63.5,1.84,B+,Demais generos estranhos,Volei,Outro - pouco relevante,49.5,38.5,82.0
12,M,38.2,1.57,B+,Demais generos estranhos,Atletismo,Outro - pouco relevante,64.0,73.5,53.5
48,M,71.9,1.86,A+,Demais generos estranhos,eSports,Dota,50.5,48.5,100
19,F,66.3,1.75,A+,Pagode,Futebol,Fortnite,81.0,89.0,75.0
42,F,63.4,1.77,B-,Eletronica,Basquete,Minecraft,73.0,65.0,92.5
18,M,78.5,1.88,AB-,Rock,Nada,Assassin's Creed,56.0,56.5,58.5
74,F,59.8,1.72,O-,Metal,Nada,Minecraft,18.0,9.5,50.5
62,M,75.0,1.74,AB+,Rock,Volei,World of Warcraft,49.5,37.5,82.5
29,F,66.3,1.72,A+,Sertanejo,Atletismo,World of Warcraft,78.5,91.0,78.0
27,M,73.4,1.8,O-,Demais generos estranhos,Nada,Valorant,56.0,57.0,60.5
28,F,63.7,1.81,B+,Rock,Futebol,League of Legends,68.5,84.5,72.0
15,F,58.4,1.68,A-,Sertanejo,Volei,Assassin's Creed,75.5,65.5,79.5
47,F,60.1,1.83,O+,Rock,Luta,Assassin's Creed,77.5,52.0,71.5
37,F,59.5,1.83,A+,Pop,Nada,Rocket League,39.0,47.0,70.0
61,M,65.9,1.76,AB+,Hip-Hop/Rap,Futebol,The Witcher,48.0,53.5,70.5
16,F,58.8,1.71,A+,Metal,Atletismo,Fortnite,68.5,86.0,60.0
65,F,69.4,1.74,O+,Demais generos estranhos,Nada,Minecraft,22.0,22.5,56.5
65,F,69.4,1.72,B-,Metal,Luta,Assassin's Creed,58.5,39.0,71.0
12,F,54.0,1.5,O+,Sertanejo,Futebol,Valorant,65.5,63.0,56.5
71,M,67.6,1.79,AB+,Metal,Nada,The Witcher,21.5,17.5,79.5
17,M,59.8,1.73,B+,Pop,Atletismo,Outro - pouco relevante,71.5,87.5,63.0
37,F,66.7,1.7,O-,Funk,Volei,Outro - pouco relevante,68.5,67.0,94.0
58,F,70.6,1.82,B+,Hip-Hop/Rap,Atletismo,World of Warcraft,56.0,59.5,67.0
46,F,67.7,1.78,B-,Pop,Nada,Minecraft,37.0,35.5,57.5
79,F,65.7,1.78,AB-,Metal,Nada,Dota,13.0,18.5,82.0
46,M,81.1,1.76,B+,Pagode,Luta,Dota,78.0,59.0,76.5
14,F,53.8,1.56,AB+,Pop,Atletismo,World of Warcraft,67.5,83.5,57.0
77,F,60.6,1.78,O-,Funk,Nada,FIFA,40.5,36.5,62.5
25,M,68.1,1.84,AB+,Sertanejo,Luta,League of Legends,100.0,73.0,72.0
21,F,61.1,1.78,A-,Hip-Hop/Rap,eSports,League of Legends,56.0,61.5,97.0
71,F,60.9,1.84,AB-,Metal,Nada,Dota,16.0,12.5,56.0
79,F,58.2,1.82,AB-,Demais generos estranhos,Nada,League of Legends,42.5,35.0,79.5
58,M,81.0,1.77,AB+,Rock,Nada,The Witcher,24.5,24.0,57.5
72,F,67.4,1.78,B-,Funk,Nada,Fortnite,44.0,29.5,84.0
15,M,65.7,1.74,AB+,Rock,Futebol,World of Warcraft,76.0,76.0,67.0
78,M,77.9,1.77,O+,Metal,Nada,FIFA,36.5,42.5,66.0
43,F,66.1,1.83,AB-,Eletronica,Luta,Dota,72.5,60.0,79.5
35,F,72.1,1.79,A+,Funk,Volei,The Witcher,62.0,60.0,92.0
62,M,71.0,1.79,B-,Pop,Nada,Rocket League,23.5,21.0,53.5
33,M,81.2,1.73,B+,Rock,eSports,Fortnite,42.0,49.0,86.0
51,F,58.7,1.71,O-,Hip-Hop/Rap,Basquete,World of Warcraft,62.5,55.0,88.5
59,M,78.0,1.93,AB+,Funk,Atletismo,Rocket League,57.5,61.5,64.0
51,M,74.7,1.75,B-,Pop,Futebol,Assassin's Creed,46.0,48.5,73.0
26,F,55.2,1.79,AB-,Pop,Atletismo,Dota,88.5,100,75.5
57,F,61.2,1.82,O+,Sertanejo,Futebol,Valorant,49.5,52.0,77.0
29,F,54.8,1.74,AB+,Demais generos estranhos,eSports,Fortnite,57.0,54.0,96.0
76,M,73.5,1.92,B+,Eletronica,Nada,Minecraft,39.0,39.5,63.5
78,F,63.0,1.73,O+,Rock,Nada,The Witcher,18.5,12.0,53.5
67,M,74.7,1.95,A+,Pagode,Nada,Outro - pouco relevante,48.0,34.5,80.0
28,F,59.7,1.7,O-,Hip-Hop/Rap,Futebol,Valorant,83.5,92.5,69.0
30,F,70.4,1.72,AB-,Funk,Nada,Rocket League,57.0,63.5,61.0
43,M,69.0,1.77,B+,Hip-Hop/Rap,Volei,Outro - pouco relevante,69.5,56.0,93.0
80,F,62.3,1.81,A-,Hip-Hop/Rap,Nada,Rocket League,52.5,37.5,81.0
39,M,78.3,1.83,AB-,Pop,Luta,Counter-Strike,81.0,61.0,76.5
47,M,71.4,1.75,A-,Demais generos estranhos,Volei,Assassin's Creed,78.5,54.0,88.5
49,F,65.9,1.73,A+,Metal,Basquete,Outro - pouco relevante,72.0,73.0,82.0
59,F,70.7,1.73,O+,Eletronica,Basquete,Counter-Strike,56.5,55.5,79.5
